Order ID,Product Name,Category,Quantity,Price,Discount,Customer City,Delivery Time (mins),Order Date
2732,Croissant,Bakery,5,323.02,10%,Pune,56,2017-03-23
2733,Popcorn,Snacks,1,284.83,20%,Kolkata,22,2017-06-21
2734,Kurkure,Snacks,5,393.71,10%,Chennai,18,2017-10-17
2735,Onion,Fruits & Vegetables,5,79.23,10%,Mumbai,43,2017-06-18
2736,Kurkure,Snacks,1,415.5,15%,Pune,31,2017-04-20
2737,Cheese,Dairy,5,234.76,15%,Chennai,60,2017-03-13
2738,Pepsi,Beverages,3,136.12,15%,Delhi,13,2017-09-26
2739,Kurkure,Snacks,4,297.35,15%,Kolkata,60,2017-08-26
2740,Bread,Bakery,5,129.58,15%,Delhi,12,2017-12-07
2741,Bun,Bakery,3,259.15,0%,Ahmedabad,55,2017-05-19
2742,Water Bottle,Beverages,3,170.39,5%,Hyderabad,28,2017-11-01
2743,Water Bottle,Beverages,5,179.41,5%,Bangalore,52,2017-08-27
2744,Kurkure,Snacks,1,387.38,15%,Delhi,51,2017-05-20
2745,Toilet Cleaner,Household,4,324.93,10%,Ahmedabad,52,2017-09-07
2746,Lays Chips,Snacks,4,108.64,15%,Ahmedabad,32,2017-05-02
2747,Bun,Bakery,3,417.57,10%,Chennai,12,2017-12-03
2748,Water Bottle,Beverages,5,423.53,5%,Ahmedabad,33,2017-12-22
2749,Detergent,Household,1,310.08,20%,Hyderabad,38,2017-03-12
2750,Baby Lotion,Baby Care,4,268.98,15%,Ahmedabad,17,2018-12-17
2751,Tomato,Fruits & Vegetables,5,182.63,5%,Chennai,28,2018-03-05
2752,Bread,Bakery,1,249.97,5%,Bangalore,15,2018-10-13
2753,Croissant,Bakery,1,206.72,10%,Kolkata,39,2018-06-05
2754,Lays Chips,Snacks,4,260.73,5%,Bangalore,44,2018-05-09
2755,Diapers,Baby Care,3,36.85,0%,Chennai,31,2018-06-05
2756,Toilet Cleaner,Household,1,41.03,10%,Kolkata,39,2018-11-26
2757,Biscuits,Snacks,1,121.03,10%,Kolkata,10,2018-02-25
2758,Toilet Cleaner,Household,4,418.9,15%,Hyderabad,56,2018-01-28
2759,Tomato,Fruits & Vegetables,3,433.63,5%,Mumbai,26,2018-04-15
2760,Soap,Personal Care,2,476.18,15%,Ahmedabad,21,2018-01-17
2761,Coca Cola,Beverages,3,461.94,0%,Pune,19,2018-12-14
2762,Cheese,Dairy,3,298.04,15%,Kolkata,23,2018-12-09
2763,Curd,Dairy,3,126.04,10%,Ahmedabad,37,2018-05-13
2764,Diapers,Baby Care,5,323.0,20%,Delhi,16,2018-10-16
2765,Biscuits,Snacks,2,225.91,15%,Hyderabad,43,2018-04-24
2766,Juice,Beverages,2,242.39,10%,Delhi,40,2018-07-17
2767,Tomato,Fruits & Vegetables,1,469.59,0%,Pune,42,2018-02-07
2768,Coca Cola,Beverages,3,304.97,10%,Ahmedabad,57,2018-03-25
2769,Bun,Bakery,1,107.87,0%,Hyderabad,35,2018-06-25
2770,Croissant,Bakery,3,459.94,15%,Mumbai,42,2018-04-01
2771,Baby Lotion,Baby Care,5,113.23,10%,Hyderabad,10,2018-06-14
2772,Baby Lotion,Baby Care,5,462.04,15%,Ahmedabad,25,2018-04-19
2773,Soap,Personal Care,2,434.41,15%,Hyderabad,19,2018-08-11
2774,Apple,Fruits & Vegetables,2,135.5,5%,Hyderabad,15,2018-04-22
2775,Coca Cola,Beverages,5,457.53,10%,Ahmedabad,40,2018-01-25
2776,Tomato,Fruits & Vegetables,2,209.88,0%,Bangalore,36,2018-08-12
2777,Potato,Fruits & Vegetables,1,463.53,15%,Pune,12,2018-11-15
2778,Milk,Dairy,1,151.21,0%,Kolkata,44,2018-09-04
2779,Diapers,Baby Care,4,462.67,5%,Kolkata,33,2018-01-21
2780,Water Bottle,Beverages,1,424.53,10%,Hyderabad,13,2018-08-27
2781,Shampoo,Personal Care,2,427.62,20%,Bangalore,18,2018-08-28
2782,Detergent,Household,3,302.78,10%,Pune,12,2018-09-28
2783,Shampoo,Personal Care,4,90.89,5%,Delhi,17,2018-08-23
2784,Shampoo,Personal Care,2,66.72,10%,Ahmedabad,29,2018-11-28
2785,Diapers,Baby Care,1,387.94,5%,Mumbai,49,2018-03-15
2786,Curd,Dairy,1,487.06,15%,Chennai,26,2018-08-27
2787,Onion,Fruits & Vegetables,5,71.72,5%,Bangalore,27,2018-09-28
2788,Croissant,Bakery,3,141.48,15%,Mumbai,23,2018-07-06
2789,Kurkure,Snacks,3,314.95,10%,Hyderabad,54,2018-07-27
2790,Juice,Beverages,5,148.71,15%,Kolkata,60,2018-04-12
2791,Croissant,Bakery,4,317.57,0%,Bangalore,51,2018-06-03
2792,Bun,Bakery,1,95.36,10%,Delhi,46,2018-08-18
2793,Diapers,Baby Care,3,350.97,0%,Kolkata,34,2018-02-15
2794,Paneer,Dairy,2,499.0,10%,Pune,54,2018-08-03
2795,Bun,Bakery,1,431.92,5%,Kolkata,51,2018-12-09
2796,Water Bottle,Beverages,1,229.66,20%,Hyderabad,55,2018-01-24
2797,Shampoo,Personal Care,1,168.99,5%,Pune,52,2018-03-06
2798,Kurkure,Snacks,5,310.45,0%,Mumbai,29,2018-01-10
2799,Bun,Bakery,4,284.11,0%,Delhi,60,2018-02-16
2800,Cheese,Dairy,4,384.38,10%,Ahmedabad,20,2018-03-12
2801,Popcorn,Snacks,1,306.32,5%,Pune,41,2018-08-27
2802,Kurkure,Snacks,4,466.08,15%,Bangalore,58,2018-04-01
2803,Dishwash,Household,5,262.54,10%,Delhi,45,2018-10-18
2804,Bun,Bakery,4,176.2,20%,Ahmedabad,47,2018-03-14
2805,Toilet Cleaner,Household,5,480.59,5%,Pune,11,2018-01-17
2806,Baby Lotion,Baby Care,1,312.09,10%,Bangalore,22,2018-12-24
2807,Biscuits,Snacks,3,190.1,20%,Pune,35,2018-06-18
2808,Detergent,Household,4,261.54,5%,Delhi,24,2018-05-13
2809,Water Bottle,Beverages,1,227.47,5%,Bangalore,24,2018-10-28
2810,Milk,Dairy,3,460.86,15%,Bangalore,20,2018-05-02
2811,Cheese,Dairy,2,385.61,20%,Bangalore,33,2018-01-02
2812,Baby Lotion,Baby Care,2,322.67,20%,Ahmedabad,21,2018-10-28
2813,Biscuits,Snacks,4,66.36,15%,Delhi,44,2018-04-03
2814,Dishwash,Household,2,143.97,20%,Pune,29,2018-03-20
2815,Bun,Bakery,2,294.73,20%,Ahmedabad,14,2018-01-13
2816,Kurkure,Snacks,5,293.01,15%,Hyderabad,12,2018-07-14
2817,Juice,Beverages,2,417.09,20%,Ahmedabad,25,2018-10-28
2818,Detergent,Household,2,270.61,5%,Chennai,60,2018-04-27
2819,Coca Cola,Beverages,3,282.07,10%,Pune,14,2018-02-20
2820,Dishwash,Household,2,123.53,10%,Pune,53,2018-09-25
2821,Detergent,Household,2,87.53,20%,Mumbai,22,2018-06-04
2822,Bun,Bakery,2,482.76,15%,Hyderabad,43,2018-01-19
2823,Juice,Beverages,4,165.72,5%,Pune,41,2018-09-23
2824,Toothpaste,Personal Care,5,79.23,5%,Kolkata,56,2018-08-07
2825,Toilet Cleaner,Household,5,368.52,0%,Chennai,26,2018-08-12
2826,Paneer,Dairy,2,407.29,15%,Pune,19,2018-12-12
2827,Potato,Fruits & Vegetables,1,299.39,5%,Chennai,20,2018-05-20
2828,Paneer,Dairy,2,400.1,5%,Kolkata,24,2018-06-13
2829,Bread,Bakery,5,251.35,0%,Bangalore,38,2018-10-22
2830,Biscuits,Snacks,5,454.28,5%,Ahmedabad,15,2018-10-28
2831,Baby Lotion,Baby Care,3,331.71,15%,Chennai,13,2018-10-16
2832,Potato,Fruits & Vegetables,3,443.52,10%,Bangalore,34,2018-06-09
2833,Croissant,Bakery,3,191.83,15%,Hyderabad,60,2018-05-13
2834,Diapers,Baby Care,1,64.96,10%,Chennai,47,2018-09-03
2835,Kurkure,Snacks,1,333.23,10%,Pune,49,2018-11-27
2836,Potato,Fruits & Vegetables,5,377.62,10%,Hyderabad,16,2018-05-20
2837,Diapers,Baby Care,2,256.09,5%,Delhi,17,2018-06-03
2838,Baby Lotion,Baby Care,3,441.55,5%,Ahmedabad,27,2018-02-05
2839,Potato,Fruits & Vegetables,4,208.59,20%,Pune,23,2018-09-11
2840,Toilet Cleaner,Household,2,41.4,20%,Bangalore,36,2018-09-04
2841,Detergent,Household,4,181.41,5%,Ahmedabad,44,2018-10-08
2842,Shampoo,Personal Care,4,494.7,10%,Hyderabad,40,2018-02-06
2843,Detergent,Household,5,123.29,15%,Hyderabad,37,2018-04-26
2844,Banana,Fruits & Vegetables,5,223.54,0%,Mumbai,59,2018-06-12
2845,Bun,Bakery,4,405.68,0%,Pune,48,2018-11-25
2846,Biscuits,Snacks,4,328.51,5%,Ahmedabad,50,2018-11-03
2847,Curd,Dairy,4,344.88,15%,Delhi,53,2018-11-24
2848,Lays Chips,Snacks,1,95.41,20%,Bangalore,31,2018-02-12
2849,Toothpaste,Personal Care,4,437.64,15%,Bangalore,51,2018-11-06
2850,Cheese,Dairy,4,472.75,0%,Bangalore,31,2018-02-01
2851,Bun,Bakery,3,122.33,10%,Ahmedabad,28,2018-03-06
2852,Toothpaste,Personal Care,4,167.72,20%,Pune,36,2018-02-28
2853,Soap,Personal Care,1,58.92,10%,Chennai,24,2018-12-05
2854,Baby Lotion,Baby Care,3,490.41,5%,Mumbai,27,2018-06-23
2855,Diapers,Baby Care,2,95.14,20%,Ahmedabad,36,2018-05-12
2856,Toothpaste,Personal Care,1,375.46,5%,Mumbai,54,2018-02-22
2857,Cheese,Dairy,1,284.12,15%,Chennai,35,2018-11-23
2858,Baby Lotion,Baby Care,5,199.31,5%,Pune,36,2018-02-28
2859,Water Bottle,Beverages,2,100.26,5%,Delhi,31,2018-09-17
2860,Diapers,Baby Care,4,347.28,15%,Bangalore,15,2018-04-08
2861,Popcorn,Snacks,4,153.6,20%,Delhi,14,2018-04-04
2862,Toothpaste,Personal Care,4,144.91,15%,Pune,58,2018-10-13
2863,Soap,Personal Care,4,386.21,15%,Hyderabad,46,2018-11-26
2864,Biscuits,Snacks,1,282.8,10%,Chennai,35,2018-10-04
2865,Biscuits,Snacks,1,236.48,15%,Bangalore,57,2018-07-20
2866,Popcorn,Snacks,5,381.89,0%,Kolkata,12,2018-06-05
2867,Soap,Personal Care,5,288.68,20%,Ahmedabad,16,2018-09-28
2868,Dishwash,Household,3,237.65,15%,Mumbai,21,2018-01-13
2869,Curd,Dairy,4,83.15,15%,Delhi,34,2018-09-14
2870,Popcorn,Snacks,3,178.7,20%,Ahmedabad,23,2018-11-05
2871,Croissant,Bakery,2,186.33,15%,Pune,28,2018-09-19
2872,Apple,Fruits & Vegetables,1,325.17,5%,Ahmedabad,17,2018-08-05
2873,Cheese,Dairy,4,459.99,15%,Bangalore,18,2018-11-19
2874,Paneer,Dairy,5,117.62,0%,Delhi,39,2018-01-14
2875,Pepsi,Beverages,4,88.53,5%,Pune,21,2018-07-22
2876,Dishwash,Household,4,374.91,10%,Chennai,50,2018-06-12
2877,Toothpaste,Personal Care,4,31.16,0%,Mumbai,51,2018-11-04
2878,Bread,Bakery,4,441.39,10%,Hyderabad,58,2018-08-26
2879,Diapers,Baby Care,1,137.93,0%,Delhi,11,2018-03-13
2880,Toothpaste,Personal Care,4,265.38,5%,Pune,47,2018-12-11
2881,Shampoo,Personal Care,5,331.56,0%,Pune,51,2018-01-23
2882,Shampoo,Personal Care,5,497.43,10%,Ahmedabad,59,2018-07-28
2883,Toilet Cleaner,Household,4,334.01,20%,Bangalore,54,2018-04-17
2884,Paneer,Dairy,5,312.33,0%,Pune,54,2018-05-24
2885,Potato,Fruits & Vegetables,2,72.22,5%,Kolkata,51,2018-08-13
2886,Diapers,Baby Care,4,54.9,0%,Hyderabad,57,2018-05-04
2887,Paneer,Dairy,1,35.27,15%,Chennai,23,2018-12-19
2888,Cheese,Dairy,4,485.53,0%,Chennai,23,2018-09-26
2889,Tomato,Fruits & Vegetables,4,88.45,20%,Bangalore,60,2018-07-03
2890,Bread,Bakery,5,63.58,20%,Chennai,23,2018-05-11
2891,Popcorn,Snacks,3,138.46,10%,Bangalore,49,2018-12-05
2892,Toothpaste,Personal Care,2,209.82,15%,Kolkata,22,2018-05-08
2893,Milk,Dairy,2,251.26,0%,Pune,23,2018-10-01
2894,Dishwash,Household,2,204.37,0%,Ahmedabad,39,2018-10-09
2895,Coca Cola,Beverages,1,227.41,0%,Hyderabad,46,2018-02-14
2896,Pepsi,Beverages,1,483.24,5%,Bangalore,35,2018-01-25
2897,Detergent,Household,1,491.31,15%,Ahmedabad,29,2018-12-06
2898,Toothpaste,Personal Care,4,139.64,15%,Hyderabad,19,2018-01-20
2899,Coca Cola,Beverages,4,262.8,15%,Delhi,56,2018-12-28
2900,Soap,Personal Care,4,40.7,5%,Chennai,51,2018-08-23
2901,Curd,Dairy,3,178.05,20%,Pune,17,2018-05-03
2902,Detergent,Household,5,246.99,10%,Kolkata,48,2018-01-22
2903,Bun,Bakery,2,366.06,5%,Kolkata,26,2018-08-15
2904,Bun,Bakery,5,38.6,15%,Ahmedabad,56,2018-03-03
2905,Paneer,Dairy,1,373.55,0%,Ahmedabad,29,2018-09-21
2906,Croissant,Bakery,4,491.39,20%,Chennai,43,2018-01-07
2907,Detergent,Household,5,240.72,15%,Chennai,35,2018-10-14
2908,Curd,Dairy,2,144.99,5%,Kolkata,58,2018-12-17
2909,Detergent,Household,5,287.69,5%,Mumbai,56,2018-07-16
2910,Soap,Personal Care,3,65.14,15%,Chennai,43,2018-03-20
2911,Juice,Beverages,5,353.02,5%,Bangalore,58,2018-11-09
2912,Toilet Cleaner,Household,2,175.58,10%,Bangalore,27,2018-04-02
2913,Pepsi,Beverages,4,372.26,20%,Delhi,19,2018-11-08
2914,Potato,Fruits & Vegetables,4,359.97,5%,Mumbai,12,2018-08-16
2915,Dishwash,Household,4,49.33,5%,Ahmedabad,56,2018-04-09
2916,Pepsi,Beverages,3,436.85,20%,Hyderabad,11,2018-09-15
2917,Bread,Bakery,5,334.17,0%,Pune,43,2018-10-17
2918,Bun,Bakery,4,69.62,5%,Kolkata,45,2018-05-02
2919,Juice,Beverages,2,434.72,5%,Mumbai,59,2018-01-24
2920,Lays Chips,Snacks,2,454.34,10%,Mumbai,13,2018-02-17
2921,Paneer,Dairy,3,356.43,10%,Mumbai,42,2018-04-06
2922,Kurkure,Snacks,3,424.97,20%,Ahmedabad,26,2018-06-12
2923,Soap,Personal Care,1,493.65,5%,Pune,16,2018-11-26
2924,Pepsi,Beverages,4,145.52,5%,Ahmedabad,28,2018-06-26
2925,Bread,Bakery,2,136.01,15%,Delhi,22,2018-03-07
2926,Shampoo,Personal Care,4,297.38,15%,Hyderabad,14,2018-05-04
2927,Croissant,Bakery,1,219.29,10%,Kolkata,32,2018-07-21
2928,Soap,Personal Care,1,313.83,10%,Mumbai,16,2018-06-06
2929,Kurkure,Snacks,5,238.41,15%,Kolkata,58,2018-12-15
2930,Coca Cola,Beverages,2,141.21,5%,Pune,60,2018-04-17
2931,Detergent,Household,1,99.34,20%,Mumbai,39,2018-08-28
2932,Paneer,Dairy,2,333.48,15%,Kolkata,42,2018-08-19
2933,Bread,Bakery,5,465.87,0%,Ahmedabad,60,2018-05-28
2934,Tomato,Fruits & Vegetables,2,391.29,10%,Kolkata,52,2018-10-02
2935,Water Bottle,Beverages,3,164.89,5%,Delhi,32,2018-06-26
2936,Croissant,Bakery,5,162.09,0%,Mumbai,12,2018-12-23
2937,Pepsi,Beverages,3,413.57,15%,Kolkata,50,2018-06-11
2938,Dishwash,Household,3,181.55,0%,Chennai,54,2018-06-16
2939,Bread,Bakery,3,461.25,5%,Delhi,35,2018-11-18
2940,Lays Chips,Snacks,1,312.03,5%,Hyderabad,44,2018-02-23
2941,Popcorn,Snacks,1,169.76,20%,Kolkata,58,2018-11-13
2942,Biscuits,Snacks,3,213.53,20%,Pune,39,2018-06-12
2943,Biscuits,Snacks,1,88.97,20%,Pune,54,2018-02-28
2944,Baby Lotion,Baby Care,1,166.48,0%,Delhi,15,2018-05-23
2945,Detergent,Household,1,462.46,5%,Pune,26,2018-05-18
2946,Paneer,Dairy,4,128.0,0%,Kolkata,48,2018-05-21
2947,Tomato,Fruits & Vegetables,4,212.54,20%,Hyderabad,60,2018-05-02
2948,Diapers,Baby Care,5,325.14,0%,Mumbai,44,2018-07-22
2949,Biscuits,Snacks,3,31.07,0%,Hyderabad,56,2018-01-14
2950,Cheese,Dairy,4,340.93,20%,Hyderabad,49,2018-06-15
2951,Onion,Fruits & Vegetables,3,240.46,0%,Mumbai,52,2018-06-08
2952,Shampoo,Personal Care,2,198.88,5%,Kolkata,58,2018-01-15
2953,Lays Chips,Snacks,4,47.92,10%,Kolkata,57,2018-05-05
2954,Apple,Fruits & Vegetables,5,267.54,20%,Pune,10,2018-05-22
2955,Baby Lotion,Baby Care,3,119.21,20%,Chennai,12,2018-08-21
2956,Cheese,Dairy,2,42.26,0%,Mumbai,50,2018-09-08
2957,Lays Chips,Snacks,4,229.07,5%,Ahmedabad,55,2018-03-24
2958,Croissant,Bakery,4,333.5,10%,Ahmedabad,10,2018-05-11
2959,Croissant,Bakery,2,80.28,10%,Mumbai,60,2018-06-15
2960,Pepsi,Beverages,5,57.22,5%,Delhi,10,2018-11-24
2961,Toothpaste,Personal Care,1,137.95,5%,Kolkata,57,2018-12-26
2962,Toilet Cleaner,Household,3,75.05,20%,Pune,19,2018-07-05
2963,Paneer,Dairy,3,181.38,20%,Hyderabad,26,2018-07-04
2964,Baby Lotion,Baby Care,2,291.28,10%,Delhi,14,2018-01-08
2965,Bun,Bakery,2,66.63,20%,Delhi,38,2018-11-18
2966,Apple,Fruits & Vegetables,2,222.85,0%,Kolkata,59,2018-11-10
2967,Toilet Cleaner,Household,1,396.32,10%,Mumbai,56,2018-08-15
2968,Diapers,Baby Care,3,282.63,15%,Delhi,59,2018-10-05
2969,Baby Lotion,Baby Care,1,376.07,0%,Ahmedabad,25,2018-07-08
2970,Toothpaste,Personal Care,5,187.27,0%,Kolkata,38,2018-07-06
2971,Baby Lotion,Baby Care,4,158.03,10%,Chennai,57,2018-07-06
2972,Shampoo,Personal Care,1,52.4,0%,Ahmedabad,47,2018-01-25
2973,Detergent,Household,1,235.51,15%,Hyderabad,42,2018-08-13
2974,Baby Lotion,Baby Care,1,406.27,0%,Delhi,37,2018-06-10
2975,Toilet Cleaner,Household,4,282.98,10%,Hyderabad,24,2018-01-10
2976,Kurkure,Snacks,2,247.6,20%,Ahmedabad,13,2018-09-27
2977,Bread,Bakery,3,39.13,15%,Ahmedabad,53,2018-05-25
2978,Diapers,Baby Care,3,89.48,15%,Delhi,20,2018-03-26
2979,Banana,Fruits & Vegetables,3,251.32,5%,Ahmedabad,53,2018-09-23
2980,Dishwash,Household,5,224.79,5%,Ahmedabad,28,2018-05-26
2981,Diapers,Baby Care,5,201.48,20%,Pune,59,2018-09-28
2982,Toilet Cleaner,Household,5,333.82,15%,Delhi,31,2018-11-15
2983,Shampoo,Personal Care,2,185.74,10%,Hyderabad,33,2018-03-11
2984,Juice,Beverages,5,158.1,10%,Mumbai,44,2018-04-21
2985,Bun,Bakery,3,79.75,5%,Chennai,21,2018-03-06
2986,Diapers,Baby Care,1,480.34,20%,Hyderabad,24,2018-01-03
2987,Coca Cola,Beverages,3,317.98,15%,Bangalore,45,2018-08-28
2988,Baby Lotion,Baby Care,1,409.88,10%,Delhi,39,2018-01-26
2989,Kurkure,Snacks,3,407.32,15%,Ahmedabad,20,2018-04-18
2990,Baby Lotion,Baby Care,5,367.95,15%,Kolkata,23,2018-12-01
2991,Biscuits,Snacks,5,303.69,20%,Pune,19,2018-06-22
2992,Croissant,Bakery,4,105.09,0%,Ahmedabad,28,2018-02-09
2993,Tomato,Fruits & Vegetables,4,277.73,5%,Bangalore,56,2018-09-15
2994,Popcorn,Snacks,3,463.96,15%,Pune,50,2018-12-23
2995,Croissant,Bakery,3,102.71,0%,Pune,38,2018-01-15
2996,Toothpaste,Personal Care,5,468.04,0%,Bangalore,53,2018-05-25
2997,Dishwash,Household,2,361.2,10%,Delhi,55,2018-03-04
2998,Milk,Dairy,1,42.28,20%,Chennai,21,2018-07-14
2999,Croissant,Bakery,5,171.04,5%,Kolkata,25,2018-12-06
3000,Onion,Fruits & Vegetables,1,194.78,15%,Pune,42,2019-08-24
3001,Curd,Dairy,3,96.87,15%,Hyderabad,32,2019-02-15
3002,Bun,Bakery,5,402.74,15%,Mumbai,57,2019-12-08
3003,Baby Lotion,Baby Care,3,397.94,20%,Hyderabad,49,2019-04-04
3004,Shampoo,Personal Care,2,370.1,0%,Bangalore,51,2019-09-16
3005,Lays Chips,Snacks,3,273.44,15%,Kolkata,18,2019-06-10
3006,Popcorn,Snacks,5,292.49,5%,Mumbai,20,2019-12-04
3007,Water Bottle,Beverages,4,215.45,0%,Pune,21,2019-02-05
3008,Toilet Cleaner,Household,2,94.98,5%,Delhi,49,2019-02-17
3009,Milk,Dairy,1,480.68,0%,Chennai,23,2019-09-19
3010,Soap,Personal Care,3,383.48,5%,Ahmedabad,48,2019-07-24
3011,Soap,Personal Care,1,88.14,5%,Hyderabad,16,2019-04-05
3012,Shampoo,Personal Care,3,388.16,0%,Delhi,40,2019-08-09
3013,Biscuits,Snacks,1,197.74,10%,Mumbai,40,2019-07-09
3014,Milk,Dairy,1,167.61,15%,Mumbai,57,2019-08-22
3015,Diapers,Baby Care,2,105.62,5%,Chennai,41,2019-01-05
3016,Apple,Fruits & Vegetables,3,363.81,20%,Kolkata,36,2019-10-19
3017,Milk,Dairy,2,297.07,5%,Ahmedabad,14,2019-10-18
3018,Soap,Personal Care,3,428.04,20%,Kolkata,57,2019-12-26
3019,Bread,Bakery,2,486.47,0%,Kolkata,17,2019-05-28
3020,Apple,Fruits & Vegetables,1,324.33,15%,Bangalore,31,2019-11-09
3021,Paneer,Dairy,4,133.18,0%,Bangalore,46,2019-12-12
3022,Kurkure,Snacks,2,429.48,10%,Mumbai,11,2019-07-18
3023,Curd,Dairy,4,93.79,5%,Delhi,58,2019-06-06
3024,Dishwash,Household,1,341.41,0%,Bangalore,34,2019-02-14
3025,Popcorn,Snacks,1,416.53,20%,Kolkata,43,2019-01-13
3026,Tomato,Fruits & Vegetables,5,64.97,0%,Pune,11,2019-11-25
3027,Shampoo,Personal Care,2,363.24,20%,Mumbai,41,2019-02-21
3028,Kurkure,Snacks,2,403.4,20%,Kolkata,11,2019-07-09
3029,Detergent,Household,5,413.44,5%,Chennai,24,2019-01-18
3030,Kurkure,Snacks,3,336.92,15%,Pune,29,2019-03-16
3031,Bread,Bakery,5,242.04,0%,Chennai,10,2019-06-27
3032,Toilet Cleaner,Household,5,424.34,15%,Hyderabad,41,2019-07-16
3033,Pepsi,Beverages,2,352.88,5%,Pune,23,2019-06-25
3034,Lays Chips,Snacks,2,53.88,10%,Hyderabad,21,2019-05-06
3035,Shampoo,Personal Care,5,399.47,0%,Pune,49,2019-06-04
3036,Coca Cola,Beverages,3,456.83,10%,Hyderabad,43,2019-05-11
3037,Soap,Personal Care,5,211.32,10%,Chennai,34,2019-04-09
3038,Croissant,Bakery,2,223.18,15%,Kolkata,40,2019-10-13
3039,Bread,Bakery,1,178.88,5%,Pune,60,2019-07-03
3040,Bread,Bakery,4,479.55,10%,Kolkata,28,2019-08-23
3041,Bun,Bakery,4,300.8,0%,Chennai,53,2019-10-07
3042,Toothpaste,Personal Care,5,193.75,20%,Kolkata,11,2019-07-22
3043,Croissant,Bakery,4,362.14,5%,Delhi,41,2019-12-03
3044,Baby Lotion,Baby Care,1,53.31,0%,Ahmedabad,48,2019-03-01
3045,Paneer,Dairy,4,426.33,15%,Bangalore,49,2019-04-12
3046,Pepsi,Beverages,4,214.51,10%,Kolkata,24,2019-08-26
3047,Dishwash,Household,1,183.89,15%,Hyderabad,17,2019-06-23
3048,Baby Lotion,Baby Care,5,478.06,15%,Pune,16,2019-07-07
3049,Apple,Fruits & Vegetables,1,438.5,10%,Kolkata,23,2019-02-16
3050,Baby Lotion,Baby Care,3,373.17,10%,Delhi,28,2019-11-22
3051,Shampoo,Personal Care,1,309.69,5%,Kolkata,32,2019-04-16
3052,Croissant,Bakery,2,40.06,10%,Delhi,13,2019-11-25
3053,Biscuits,Snacks,2,334.86,20%,Bangalore,58,2019-09-26
3054,Dishwash,Household,2,82.99,15%,Delhi,24,2019-11-24
3055,Diapers,Baby Care,1,224.85,20%,Hyderabad,30,2019-09-12
3056,Soap,Personal Care,4,354.82,10%,Ahmedabad,21,2019-08-07
3057,Croissant,Bakery,5,116.92,0%,Mumbai,37,2019-10-05
3058,Milk,Dairy,3,71.98,15%,Ahmedabad,42,2019-12-24
3059,Diapers,Baby Care,5,311.2,20%,Delhi,35,2019-05-15
3060,Juice,Beverages,1,302.48,0%,Pune,18,2019-08-03
3061,Pepsi,Beverages,4,485.23,0%,Delhi,53,2019-10-03
3062,Diapers,Baby Care,5,166.47,15%,Hyderabad,60,2019-02-14
3063,Bun,Bakery,4,314.16,5%,Ahmedabad,57,2019-10-19
3064,Bun,Bakery,3,95.21,15%,Bangalore,18,2019-08-24
3065,Water Bottle,Beverages,5,31.9,15%,Bangalore,29,2019-09-23
3066,Potato,Fruits & Vegetables,2,303.33,15%,Bangalore,43,2019-07-11
3067,Pepsi,Beverages,2,343.61,5%,Mumbai,44,2019-10-16
3068,Dishwash,Household,1,419.18,5%,Delhi,20,2019-05-24
3069,Curd,Dairy,3,215.2,10%,Hyderabad,21,2019-06-02
3070,Coca Cola,Beverages,2,157.12,20%,Pune,46,2019-11-19
3071,Lays Chips,Snacks,4,123.45,10%,Chennai,60,2019-05-18
3072,Diapers,Baby Care,5,342.29,5%,Bangalore,60,2019-02-10
3073,Detergent,Household,5,471.63,10%,Bangalore,30,2019-06-24
3074,Baby Lotion,Baby Care,5,239.36,10%,Hyderabad,12,2019-10-10
3075,Baby Lotion,Baby Care,2,92.88,0%,Delhi,54,2019-08-01
3076,Popcorn,Snacks,5,288.46,5%,Hyderabad,11,2019-09-18
3077,Juice,Beverages,2,495.46,0%,Delhi,57,2019-06-27
3078,Pepsi,Beverages,5,96.43,15%,Delhi,44,2019-09-25
3079,Dishwash,Household,3,247.23,5%,Delhi,46,2019-11-04
3080,Diapers,Baby Care,1,116.64,10%,Delhi,56,2019-09-24
3081,Diapers,Baby Care,4,372.29,10%,Pune,17,2019-11-25
3082,Bun,Bakery,4,309.92,20%,Bangalore,51,2019-09-15
3083,Shampoo,Personal Care,4,371.43,20%,Mumbai,57,2019-10-24
3084,Toothpaste,Personal Care,5,158.73,0%,Chennai,43,2019-09-09
3085,Dishwash,Household,5,338.2,0%,Kolkata,54,2019-08-18
3086,Diapers,Baby Care,5,440.2,15%,Chennai,29,2019-06-25
3087,Banana,Fruits & Vegetables,3,422.41,0%,Bangalore,15,2019-09-05
3088,Detergent,Household,1,127.95,15%,Bangalore,50,2019-03-08
3089,Onion,Fruits & Vegetables,4,87.73,20%,Ahmedabad,60,2019-04-12
3090,Tomato,Fruits & Vegetables,1,461.59,20%,Kolkata,42,2019-05-02
3091,Baby Lotion,Baby Care,5,300.16,10%,Chennai,13,2019-11-06
3092,Dishwash,Household,5,382.62,15%,Bangalore,47,2019-12-21
3093,Kurkure,Snacks,2,372.98,0%,Delhi,54,2019-10-24
3094,Croissant,Bakery,4,458.14,5%,Chennai,50,2019-07-21
3095,Onion,Fruits & Vegetables,5,344.15,20%,Pune,48,2019-10-11
3096,Juice,Beverages,3,296.28,0%,Hyderabad,22,2019-03-20
3097,Paneer,Dairy,4,468.25,20%,Ahmedabad,47,2019-08-12
